Job ID                    Name             User            Time Use S Queue
------------------------- ---------------- --------------- -------- - -----
1716021.node96             ..._1.54e-03.job jkbeavers       90:41:21 R batch          
1716027.node96             ..._1.54e-03.job jkbeavers       143:35:5 R batch          
1716028.node96             ..._1.54e-03.job jkbeavers              0 Q batch          
1716029.node96             ..._1.54e-03.job jkbeavers              0 Q batch          
1716030.node96             ..._2.37e-03.job jkbeavers       118:18:1 R batch          
1716036.node96             ..._2.37e-03.job jkbeavers       98:54:04 R batch          
1716037.node96             ..._2.37e-03.job jkbeavers              0 Q batch          
1716038.node96             ..._2.37e-03.job jkbeavers              0 Q batch          
1716039.node96             ..._3.65e-03.job jkbeavers       123:48:1 R batch          
1716040.node96             ..._3.65e-03.job jkbeavers       63:26:18 R batch          
1716045.node96             ..._3.65e-03.job jkbeavers       60:49:08 R batch          
1716046.node96             ..._3.65e-03.job jkbeavers              0 Q batch          
1716047.node96             ..._3.65e-03.job jkbeavers              0 Q batch          
1716048.node96             ..._5.62e-03.job jkbeavers       107:09:1 R batch          
1716049.node96             ..._5.62e-03.job jkbeavers       76:11:21 R batch          
1716050.node96             ..._5.62e-03.job jkbeavers              0 Q batch          
1716051.node96             ..._5.62e-03.job jkbeavers              0 Q batch          
1716052.node96             ..._5.62e-03.job jkbeavers              0 Q batch          
1716053.node96             ..._5.62e-03.job jkbeavers              0 Q batch          
1716054.node96             ..._5.62e-03.job jkbeavers              0 Q batch          
1716055.node96             ..._5.62e-03.job jkbeavers              0 Q batch          
1716056.node96             ..._5.62e-03.job jkbeavers              0 Q batch          
1716057.node96             ..._8.66e-03.job jkbeavers              0 Q batch          
1716058.node96             ..._8.66e-03.job jkbeavers              0 Q batch          
1716059.node96             ..._8.66e-03.job jkbeavers              0 Q batch          
1716060.node96             ..._8.66e-03.job jkbeavers              0 Q batch          
1716061.node96             ..._8.66e-03.job jkbeavers              0 Q batch          
1716062.node96             ..._8.66e-03.job jkbeavers              0 Q batch          
1716063.node96             ..._8.66e-03.job jkbeavers              0 Q batch          
1716064.node96             ..._8.66e-03.job jkbeavers              0 Q batch          
1716065.node96             ..._8.66e-03.job jkbeavers              0 Q batch          
1716066.node96             ..._1.33e-02.job jkbeavers              0 Q batch          
1716067.node96             ..._1.33e-02.job jkbeavers              0 Q batch          
1716068.node96             ..._1.33e-02.job jkbeavers              0 Q batch          
1716069.node96             ..._1.33e-02.job jkbeavers              0 Q batch          
1716070.node96             ..._1.33e-02.job jkbeavers              0 Q batch          
1716071.node96             ..._1.33e-02.job jkbeavers              0 Q batch          
1716072.node96             ..._1.33e-02.job jkbeavers              0 Q batch          
1716073.node96             ..._1.33e-02.job jkbeavers              0 Q batch          
1716074.node96             ..._1.33e-02.job jkbeavers              0 Q batch          
1716075.node96             ..._2.05e-02.job jkbeavers              0 Q batch          
1716076.node96             ..._2.05e-02.job jkbeavers              0 Q batch          
1716077.node96             ..._2.05e-02.job jkbeavers              0 Q batch          
1716078.node96             ..._2.05e-02.job jkbeavers              0 Q batch          
1716079.node96             ..._2.05e-02.job jkbeavers              0 Q batch          
1716080.node96             ..._2.05e-02.job jkbeavers              0 Q batch          
1716081.node96             ..._2.05e-02.job jkbeavers              0 Q batch          
1716082.node96             ..._2.05e-02.job jkbeavers              0 Q batch          
1716083.node96             ..._2.05e-02.job jkbeavers              0 Q batch          
1716084.node96             ..._3.16e-02.job jkbeavers              0 Q batch          
1716085.node96             ..._3.16e-02.job jkbeavers              0 Q batch          
1716086.node96             ..._3.16e-02.job jkbeavers              0 Q batch          
1716087.node96             ..._3.16e-02.job jkbeavers              0 Q batch          
1716088.node96             ..._3.16e-02.job jkbeavers              0 Q batch          
1716089.node96             ..._3.16e-02.job jkbeavers              0 Q batch          
1716090.node96             ..._3.16e-02.job jkbeavers              0 Q batch          
1716091.node96             ..._3.16e-02.job jkbeavers              0 Q batch          
1716092.node96             ..._3.16e-02.job jkbeavers              0 Q batch          
1716093.node96             ..._4.87e-02.job jkbeavers              0 Q batch          
1716094.node96             ..._4.87e-02.job jkbeavers              0 Q batch          
1716095.node96             ..._4.87e-02.job jkbeavers              0 Q batch          
1716096.node96             ..._4.87e-02.job jkbeavers              0 Q batch          
1716097.node96             ..._4.87e-02.job jkbeavers              0 Q batch          
1716098.node96             ..._4.87e-02.job jkbeavers              0 Q batch          
1716099.node96             ..._4.87e-02.job jkbeavers              0 Q batch          
1716100.node96             ..._4.87e-02.job jkbeavers              0 Q batch          
1716101.node96             ..._4.87e-02.job jkbeavers              0 Q batch          
1716102.node96             ..._7.50e-02.job jkbeavers              0 Q batch          
1716103.node96             ..._7.50e-02.job jkbeavers              0 Q batch          
1716104.node96             ..._7.50e-02.job jkbeavers              0 Q batch          
1716105.node96             ..._7.50e-02.job jkbeavers              0 Q batch          
1716106.node96             ..._7.50e-02.job jkbeavers              0 Q batch          
1716107.node96             ..._7.50e-02.job jkbeavers              0 Q batch          
1716108.node96             ..._7.50e-02.job jkbeavers              0 Q batch          
1716109.node96             ..._7.50e-02.job jkbeavers              0 Q batch          
1716110.node96             ..._7.50e-02.job jkbeavers              0 Q batch          
1716111.node96             ..._1.15e-01.job jkbeavers              0 Q batch          
1716112.node96             ..._1.15e-01.job jkbeavers              0 Q batch          
1716113.node96             ..._1.15e-01.job jkbeavers              0 Q batch          
1716114.node96             ..._1.15e-01.job jkbeavers              0 Q batch          
1716115.node96             ..._1.15e-01.job jkbeavers              0 Q batch          
1716116.node96             ..._1.15e-01.job jkbeavers              0 Q batch          
1716117.node96             ..._1.15e-01.job jkbeavers              0 Q batch          
1716118.node96             ..._1.15e-01.job jkbeavers              0 Q batch          
1716119.node96             ..._1.15e-01.job jkbeavers              0 Q batch          
1716120.node96             ..._1.78e-01.job jkbeavers              0 Q batch          
1716121.node96             ..._1.78e-01.job jkbeavers              0 Q batch          
1716122.node96             ..._1.78e-01.job jkbeavers              0 Q batch          
1716123.node96             ..._1.78e-01.job jkbeavers              0 Q batch          
1716124.node96             ..._1.78e-01.job jkbeavers              0 Q batch          
1716125.node96             ..._1.78e-01.job jkbeavers              0 Q batch          
1716126.node96             ..._1.78e-01.job jkbeavers              0 Q batch          
1716127.node96             ..._1.78e-01.job jkbeavers              0 Q batch          
1716128.node96             ..._1.78e-01.job jkbeavers              0 Q batch          
1716129.node96             ..._2.74e-01.job jkbeavers              0 Q batch          
1716130.node96             ..._2.74e-01.job jkbeavers              0 Q batch          
1716131.node96             ..._2.74e-01.job jkbeavers              0 Q batch          
1716132.node96             ..._2.74e-01.job jkbeavers              0 Q batch          
1716133.node96             ..._2.74e-01.job jkbeavers              0 Q batch          
1716134.node96             ..._2.74e-01.job jkbeavers              0 Q batch          
1716135.node96             ..._2.74e-01.job jkbeavers              0 Q batch          
1716136.node96             ..._2.74e-01.job jkbeavers              0 Q batch          
1716137.node96             ..._2.74e-01.job jkbeavers              0 Q batch          
1716138.node96             ..._4.22e-01.job jkbeavers              0 Q batch          
1716139.node96             ..._4.22e-01.job jkbeavers              0 Q batch          
1716140.node96             ..._4.22e-01.job jkbeavers              0 Q batch          
1716141.node96             ..._4.22e-01.job jkbeavers              0 Q batch          
1716142.node96             ..._4.22e-01.job jkbeavers              0 Q batch          
1716143.node96             ..._4.22e-01.job jkbeavers              0 Q batch          
1716144.node96             ..._4.22e-01.job jkbeavers              0 Q batch          
1716145.node96             ..._4.22e-01.job jkbeavers              0 Q batch          
1716146.node96             ..._4.22e-01.job jkbeavers              0 Q batch          
1716147.node96             ..._6.49e-01.job jkbeavers              0 Q batch          
1716148.node96             ..._6.49e-01.job jkbeavers              0 Q batch          
1716149.node96             ..._6.49e-01.job jkbeavers              0 Q batch          
1716150.node96             ..._6.49e-01.job jkbeavers              0 Q batch          
1716151.node96             ..._6.49e-01.job jkbeavers              0 Q batch          
1716152.node96             ..._6.49e-01.job jkbeavers              0 Q batch          
1716153.node96             ..._6.49e-01.job jkbeavers              0 Q batch          
1716154.node96             ..._6.49e-01.job jkbeavers              0 Q batch          
1716155.node96             ..._6.49e-01.job jkbeavers              0 Q batch          
1716156.node96             ..._1.00e+00.job jkbeavers              0 Q batch          
1716157.node96             ..._1.00e+00.job jkbeavers              0 Q batch          
1716158.node96             ..._1.00e+00.job jkbeavers              0 Q batch          
1716159.node96             ..._1.00e+00.job jkbeavers              0 Q batch          
1716160.node96             ..._1.00e+00.job jkbeavers              0 Q batch          
1716161.node96             ..._1.00e+00.job jkbeavers              0 Q batch          
1716162.node96             ..._1.00e+00.job jkbeavers              0 Q batch          
1716163.node96             ..._1.00e+00.job jkbeavers              0 Q batch          
1716164.node96             ..._1.00e+00.job jkbeavers              0 Q batch          
1716177.node96             AgCl+45LiCl      hhk05                  0 Q batch          
1716381.node96             2014b.job        cmrudorff       271:57:0 R batch          
1716492.node96             job              ajer95          00:00:07 R batch          
1716513.node96             ..._s1minNEW.job sboldissar      308:22:0 R largemem       
1716532.node96             SrSnO_001_5uc.sh honggyukim      25:26:25 R batch          
1716539.node96             ...001_1uc_RT.sh honggyukim      25:16:49 R batch          
1716540.node96             ...001_2uc_RT.sh honggyukim      25:16:44 R batch          
1716541.node96             ...001_3uc_RT.sh honggyukim      25:10:00 R batch          
1716542.node96             ...001_4uc_RT.sh honggyukim      25:15:58 R batch          
1716543.node96             ...001_5uc_RT.sh honggyukim      25:15:55 R batch          
1716556.node96             training_5.job   bengriffy       212:49:2 R medmem         
1716588.node96             N2+2Li+45LiCl_s2 hhk05                  0 Q batch          
1716662.node96             ...e_Sweep_25.sh nikita          05:08:20 R lumerical      
1716663.node96             ...e_Sweep_26.sh nikita          05:05:54 R lumerical      
1716664.node96             ...e_Sweep_27.sh nikita          04:42:37 R lumerical      
1716665.node96             ...e_Sweep_28.sh nikita          04:40:09 R lumerical      
1716666.node96             ...e_Sweep_29.sh nikita          03:48:24 R lumerical      
1716667.node96             ...re_Sweep_2.sh nikita          01:10:07 R lumerical      
1716668.node96             ...e_Sweep_30.sh nikita          00:52:46 R lumerical      
1716669.node96             ...e_Sweep_31.sh nikita                 0 Q lumerical      
1716670.node96             ...e_Sweep_32.sh nikita                 0 Q lumerical      
1716671.node96             ...e_Sweep_33.sh nikita                 0 Q lumerical      
1716672.node96             ...e_Sweep_34.sh nikita                 0 Q lumerical      
1716673.node96             ...e_Sweep_35.sh nikita                 0 Q lumerical      
1716674.node96             ...e_Sweep_36.sh nikita                 0 Q lumerical      
1716675.node96             ...e_Sweep_37.sh nikita                 0 Q lumerical      
1716676.node96             ...e_Sweep_38.sh nikita                 0 Q lumerical      
1716677.node96             ...e_Sweep_39.sh nikita                 0 Q lumerical      
1716678.node96             ...re_Sweep_3.sh nikita                 0 Q lumerical      
1716679.node96             ...e_Sweep_40.sh nikita                 0 Q lumerical      
1716680.node96             ...e_Sweep_41.sh nikita                 0 Q lumerical      
1716682.node96             ...re_Sweep_4.sh nikita                 0 Q lumerical      
1716683.node96             ...re_Sweep_5.sh nikita                 0 Q lumerical      
1716684.node96             ...re_Sweep_6.sh nikita                 0 Q lumerical      
1716686.node96             ...re_Sweep_7.sh nikita                 0 Q lumerical      
1716687.node96             ...re_Sweep_8.sh nikita                 0 Q lumerical      
1716688.node96             ...re_Sweep_9.sh nikita                 0 Q lumerical      
1716691.node96             ...e_Sweep_10.sh nikita                 0 Q lumerical      
1716692.node96             ...e_Sweep_11.sh nikita                 0 Q lumerical      
1716693.node96             ...e_Sweep_12.sh nikita                 0 Q lumerical      
1716694.node96             ...e_Sweep_13.sh nikita                 0 Q lumerical      
1716695.node96             ...e_Sweep_14.sh nikita                 0 Q lumerical      
1716696.node96             ...e_Sweep_15.sh nikita                 0 Q lumerical      
1716697.node96             ...e_Sweep_16.sh nikita                 0 Q lumerical      
1716699.node96             ...e_Sweep_17.sh nikita                 0 Q lumerical      
1716700.node96             ...e_Sweep_18.sh nikita                 0 Q lumerical      
1716701.node96             ...e_Sweep_19.sh nikita                 0 Q lumerical      
1716702.node96             ...re_Sweep_1.sh nikita                 0 Q lumerical      
1716703.node96             ...e_Sweep_20.sh nikita                 0 Q lumerical      
1716704.node96             ...e_Sweep_21.sh nikita                 0 Q lumerical      
1716705.node96             ...e_Sweep_22.sh nikita                 0 Q lumerical      
1716706.node96             ...e_Sweep_23.sh nikita                 0 Q lumerical      
1716707.node96             ...e_Sweep_24.sh nikita                 0 Q lumerical      
1716708.node96             ...e_Sweep_25.sh nikita                 0 Q lumerical      
1716709.node96             ...e_Sweep_26.sh nikita                 0 Q lumerical      
1716710.node96             ...e_Sweep_27.sh nikita                 0 Q lumerical      
1716711.node96             ...e_Sweep_28.sh nikita                 0 Q lumerical      
1716712.node96             ...e_Sweep_29.sh nikita                 0 Q lumerical      
1716713.node96             ...re_Sweep_2.sh nikita                 0 Q lumerical      
1716714.node96             ...e_Sweep_30.sh nikita                 0 Q lumerical      
1716715.node96             ...e_Sweep_31.sh nikita                 0 Q lumerical      
1716716.node96             ...e_Sweep_32.sh nikita                 0 Q lumerical      
1716717.node96             ...e_Sweep_33.sh nikita                 0 Q lumerical      
1716718.node96             ...e_Sweep_34.sh nikita                 0 Q lumerical      
1716719.node96             ...e_Sweep_35.sh nikita                 0 Q lumerical      
1716720.node96             ...e_Sweep_36.sh nikita                 0 Q lumerical      
1716721.node96             ...e_Sweep_37.sh nikita                 0 Q lumerical      
1716722.node96             ...e_Sweep_38.sh nikita                 0 Q lumerical      
1716723.node96             ...e_Sweep_39.sh nikita                 0 Q lumerical      
1716724.node96             ...re_Sweep_3.sh nikita                 0 Q lumerical      
1716725.node96             ...e_Sweep_40.sh nikita                 0 Q lumerical      
1716726.node96             ...e_Sweep_41.sh nikita                 0 Q lumerical      
1716727.node96             ...re_Sweep_4.sh nikita                 0 Q lumerical      
1716728.node96             ...re_Sweep_5.sh nikita                 0 Q lumerical      
1716729.node96             ...re_Sweep_6.sh nikita                 0 Q lumerical      
1716730.node96             ...re_Sweep_7.sh nikita                 0 Q lumerical      
1716731.node96             ...re_Sweep_8.sh nikita                 0 Q lumerical      
1716732.node96             ...re_Sweep_9.sh nikita                 0 Q lumerical      
1717180.node96             namdfiles        ncharest        174:01:0 R batch          
1717206.node96             ...mail.ucsb.edu galaxy2                0 Q largemem       
1717219.node96             namdfiles        ncharest        164:46:4 R batch          
1717224.node96             job              ajer95          224:21:3 R batch          
1717227.node96             ...ctype.default rrhein          119:20:1 R batch          
1717228.node96             ...ctype.default rrhein          102:06:4 R batch          
1717229.node96             ...ctype.default rrhein          95:47:02 R batch          
1717230.node96             ...ctype.default rrhein                 0 Q batch          
1717231.node96             ...ctype.default rrhein                 0 Q batch          
1717232.node96             ...ctype.default rrhein                 0 Q batch          
1717244.node96             namdfiles        ncharest        156:20:0 R batch          
1717265.node96             s1min_dft.job    sboldissar      236:36:5 R largemem       
1718718.node96             ...agicblast.job desramirez      12:32:58 R medmem         
1718724.node96             ...agicblast.job desramirez      12:14:25 R medmem         
1718725.node96             ...agicblast.job desramirez      12:06:49 R medmem         
1718726.node96             ...agicblast.job desramirez      12:08:26 R medmem         
1718727.node96             ...agicblast.job desramirez      09:02:22 R medmem         
1718728.node96             ...agicblast.job desramirez      10:50:53 R medmem         
1718729.node96             ...agicblast.job desramirez             0 R medmem         
1718730.node96             ...agicblast.job desramirez             0 R medmem         
1718731.node96             ...agicblast.job desramirez      12:06:03 R medmem         
1718732.node96             ...agicblast.job desramirez      12:08:09 R medmem         
1718733.node96             ...agicblast.job desramirez      12:24:24 R medmem         
1718734.node96             ...agicblast.job desramirez      12:23:12 R medmem         
1718735.node96             ...agicblast.job desramirez      12:24:41 R medmem         
1718739.node96             ...ne-alkene.job lmzhang         11:51:48 R batch          
1718748.node96             ..._10K_D600.job jclayton        19:37:00 R batch          
1718749.node96             ..._10K_D600.job jclayton        23:27:39 R batch          
1718751.node96             ...z_5K_D600.job jclayton        13:25:13 R batch          
1718752.node96             ..._10K_D550.job jclayton        19:46:29 R batch          
1718754.node96             ..._10K_D550.job jclayton        11:36:18 R batch          
1718759.node96             ...z_5K_D550.job jclayton               0 Q batch          
1718765.node96             parajob.submit   weiluo0001      21:05:47 R batch          
1718770.node96             otjs_new.job     bengriffy       01:38:41 R medmem         
1718779.node96             184703           mihir           03:59:01 C batch          
1718780.node96             184708           mihir           03:53:12 C batch          
1718782.node96             184705           mihir           03:46:08 C batch          
1718783.node96             ...Mes_B3LYP.job nori            00:37:52 R batch          
1718784.node96             ...4TH_B3LYP.job nori            00:37:54 R batch          
1718789.node96             FDTD             bowen                  0 Q batch          
1718792.node96             TTR7.job         chengzhou       11:27:58 R largemem       
1718794.node96             ...from-edge.job mishel                 0 Q batch          
1718795.node96             ...-breaking.job mishel                 0 Q batch          
1718799.node96             chgsum           vishchem        01:26:00 R batch          
1718800.node96             chgsum           vishchem        01:40:32 R batch          
1718801.node96             chgsum           vishchem        01:22:31 R batch          
1718802.node96             ...alkene-C3.job lmzhang         01:32:31 R batch          
1718805.node96             chgsum           vishchem        00:52:00 R batch          
1718808.node96             isc8S_1.job      sboldissar      01:48:51 R largemem       
1718809.node96             isc8S_2.job      sboldissar      01:30:01 R largemem       
1718810.node96             ...yne-amide.job lmzhang         00:47:40 R batch          
1718811.node96             isc8S_3.job      sboldissar             0 Q largemem       
1718812.node96             isc8S_4.job      sboldissar             0 Q largemem       
1718813.node96             isc8S_5.job      sboldissar             0 Q largemem       
1718814.node96             isc8S_6.job      sboldissar             0 Q largemem       
1718815.node96             isc8S_7.job      sboldissar             0 Q largemem       
1718816.node96             isc8S_8.job      sboldissar             0 Q largemem       
1718817.node96             isc8S_9.job      sboldissar             0 Q largemem       
1718818.node96             isc8T_10.job     sboldissar             0 Q largemem       
1718819.node96             isc8T_11.job     sboldissar             0 Q largemem       
1718820.node96             isc8T_1.job      sboldissar             0 Q largemem       
1718821.node96             isc8T_2.job      sboldissar             0 Q largemem       
1718822.node96             isc8T_3.job      sboldissar             0 Q largemem       
1718823.node96             isc8T_4.job      sboldissar             0 Q largemem       
1718824.node96             isc8T_5.job      sboldissar             0 Q largemem       
1718825.node96             isc8T_6.job      sboldissar             0 Q largemem       
1718826.node96             isc8T_7.job      sboldissar             0 Q largemem       
1718827.node96             isc8T_8.job      sboldissar             0 Q largemem       
1718828.node96             isc8T_9.job      sboldissar             0 Q largemem       
